"City","GEOID","Collisions","TotalInjuries","TotalDeaths","TotalCasualties"
"NYC",36081074100,167,37,0,37
"NYC",36081074300,296,57,1,58
"NYC",36081074500,888,195,0,195
"NYC",36081074700,194,36,0,36
"NYC",36081074900,203,36,0,36
"NYC",36081075701,258,36,0,36
"NYC",36081075702,381,100,0,100
"NYC",36081076901,244,58,0,58
"NYC",36081076902,535,116,0,116
"NYC",36081077300,569,137,0,137
"NYC",36081077500,345,47,1,48
"NYC",36081077902,246,69,1,70
"NYC",36081077903,87,16,0,16
"NYC",36081077904,417,120,0,120
"NYC",36081077905,709,136,1,137
"NYC",36081077906,387,111,0,111
"NYC",36081077907,252,52,0,52
"NYC",36081077908,134,38,0,38
"NYC",36081078800,236,85,1,86
"NYC",36081079000,233,67,0,67
"NYC",36081079200,480,117,1,118
"NYC",36081079300,15,6,0,6
"NYC",36081079701,216,35,1,36
"NYC",36081079702,398,76,1,77
"NYC",36081079900,632,133,2,135
"NYC",36081080301,660,157,0,157
"NYC",36081080302,557,128,0,128
"NYC",36081080900,654,142,0,142
"NYC",36081081400,366,78,0,78
"NYC",36081081800,388,89,2,91
"NYC",36081083700,839,241,0,241
"NYC",36081083800,396,129,1,130
"NYC",36081084000,401,139,0,139
"NYC",36081084500,264,30,1,31
"NYC",36081084601,556,169,0,169
"NYC",36081084602,2139,691,5,696
"NYC",36081084900,1364,182,2,184
"NYC",36081085300,808,171,1,172
"NYC",36081085500,321,77,0,77
"NYC",36081085700,373,80,0,80
"NYC",36081085900,257,54,0,54
"NYC",36081086100,214,39,0,39
"NYC",36081086300,166,52,0,52
"NYC",36081086400,555,154,2,156
"NYC",36081086500,1021,168,3,171
"NYC",36081086900,2210,408,4,412
"NYC",36081087100,1544,254,2,256
"NYC",36081088400,1571,491,2,493
"NYC",36081088901,867,163,1,164
"NYC",36081089200,885,254,2,256
"NYC",36081090700,716,174,0,174
"NYC",36081091601,86,21,0,21
"NYC",36081091602,18,7,0,7
"NYC",36081091800,18,11,0,11
"NYC",36081091900,406,72,0,72
"NYC",36081092200,55,18,0,18
"NYC",36081092500,562,88,1,89
"NYC",36081092800,74,24,0,24
"NYC",36081092900,491,61,0,61
"NYC",36081093401,154,32,1,33
"NYC",36081093402,226,40,0,40
"NYC",36081093800,506,142,0,142
"NYC",36081093900,198,43,0,43
"NYC",36081094201,248,61,0,61
"NYC",36081094202,465,126,0,126
"NYC",36081094203,179,32,0,32
"NYC",36081094500,963,195,1,196
"NYC",36081094700,210,39,1,40
"NYC",36081095400,328,101,0,101
"NYC",36081096400,337,81,1,82
"NYC",36081097202,205,111,2,113
"NYC",36081097203,224,78,0,78
"NYC",36081097204,238,81,0,81
"NYC",36081097300,568,253,3,256
"NYC",36081098100,326,71,0,71
"NYC",36081098700,409,98,0,98
"NYC",36081099100,405,97,1,98
"NYC",36081099200,408,150,0,150
"NYC",36081099701,184,47,0,47
"NYC",36081099703,187,44,0,44
"NYC",36081099704,540,98,0,98
"NYC",36081099705,565,137,1,138
"NYC",36081099801,466,126,2,128
"NYC",36081099802,191,58,0,58
"NYC",36081099900,31,18,0,18
"NYC",36081100801,92,19,0,19
"NYC",36081100802,737,234,1,235
"NYC",36081101001,611,153,1,154
"NYC",36081101002,95,25,0,25
"NYC",36081101700,370,117,1,118
"NYC",36081102900,272,68,0,68
"NYC",36081103201,478,164,0,164
"NYC",36081103202,512,125,1,126
"NYC",36081103300,244,83,0,83
"NYC",36081103900,917,216,0,216
"NYC",36081104700,465,103,0,103
"NYC",36081105900,134,41,0,41
"NYC",36081107201,376,138,0,138
"NYC",36081107202,11,6,0,6
"NYC",36081108500,138,31,0,31
"NYC",36081109300,355,82,0,82
"NYC",36081109700,148,27,0,27
"NYC",36081109900,307,63,0,63
"NYC",36081111300,316,72,0,72
"NYC",36081112300,508,60,0,60
"NYC",36081112900,291,68,0,68
"NYC",36081113300,157,38,1,39
"NYC",36081113900,381,66,0,66
"NYC",36081114100,130,26,1,27
"NYC",36081114700,131,34,0,34
"NYC",36081115100,124,39,0,39
"NYC",36081115500,195,51,0,51
"NYC",36081115700,592,177,1,178
"NYC",36081115900,335,78,0,78
"NYC",36081116100,180,40,0,40
"NYC",36081116300,451,90,1,91
"NYC",36081116700,208,45,1,46
"NYC",36081117100,831,168,0,168
"NYC",36081117500,449,82,0,82
"NYC",36081118100,327,58,0,58
"NYC",36081118500,216,58,0,58
"NYC",36081118700,111,15,0,15
"NYC",36081118900,156,34,0,34
"NYC",36081119100,251,65,0,65
"NYC",36081119300,179,39,0,39
"NYC",36081119500,115,21,0,21
"NYC",36081119900,140,41,0,41
"NYC",36081120100,119,20,1,21
"NYC",36081120300,95,18,0,18
"NYC",36081120500,196,37,0,37
"NYC",36081120700,268,74,0,74
"NYC",36081121100,132,38,0,38
"NYC",36081121500,730,166,2,168
"NYC",36081122300,439,120,4,124
"NYC",36081122701,542,139,1,140
"NYC",36081122702,426,83,1,84
"NYC",36081124100,328,121,1,122
"NYC",36081124700,226,58,0,58
"NYC",36081125700,298,76,0,76
"NYC",36081126500,347,99,0,99
"NYC",36081126700,460,82,0,82
"NYC",36081127700,649,167,0,167
"NYC",36081128300,956,261,2,263
"NYC",36081129102,347,110,1,111
"NYC",36081129103,164,32,0,32
"NYC",36081129104,174,35,0,35
"NYC",36081130100,467,135,0,135
"NYC",36081133300,479,117,0,117
"NYC",36081133900,195,45,0,45
"NYC",36081134100,538,153,0,153
"NYC",36081134700,713,165,1,166
"NYC",36081136700,427,75,3,78
"NYC",36081137700,586,110,1,111
"NYC",36081138501,569,105,0,105
"NYC",36081138502,2730,640,2,642
"NYC",36081139900,405,130,0,130
"NYC",36081140300,337,96,2,98
"NYC",36081140901,330,70,0,70
"NYC",36081140902,355,71,0,71
"NYC",36081141700,564,115,1,116
"NYC",36081142900,199,41,0,41
"NYC",36081143500,123,48,1,49
"NYC",36081144100,131,9,0,9
"NYC",36081144700,512,72,1,73
"NYC",36081145101,195,29,0,29
"NYC",36081145102,253,51,3,54
"NYC",36081145900,427,114,0,114
"NYC",36081146300,543,80,0,80
"NYC",36081146700,720,113,0,113
"NYC",36081147100,786,146,1,147
"NYC",36081147900,640,103,0,103
"NYC",36081148300,84,17,0,17
"NYC",36081150701,639,134,0,134
"NYC",36081150702,640,136,1,137
"NYC",36081152901,593,137,2,139
"NYC",36081152902,687,147,0,147
"NYC",36081155101,94,14,0,14
"NYC",36081155102,905,245,1,246
"NYC",36081156700,867,289,5,294
"NYC",36081157101,973,281,0,281
"NYC",36081157102,258,73,0,73
"NYC",36081157901,343,145,2,147
"NYC",36081157902,509,114,1,115
"NYC",36081157903,445,149,0,149
"NYC",36081161700,478,115,0,115
"NYC",36081162100,439,94,0,94
"NYC",36085000300,466,68,1,69
"NYC",36085000600,268,54,1,55
"NYC",36085000700,409,67,0,67
"NYC",36085000800,460,90,2,92
"NYC",36085000900,129,23,0,23
"NYC",36085001100,312,76,0,76
"NYC",36085001700,195,65,0,65
"NYC",36085001800,531,186,2,188
"NYC",36085002001,522,118,0,118
"NYC",36085002002,526,137,2,139
"NYC",36085002100,817,194,0,194
"NYC",36085002700,163,49,1,50
"NYC",36085002900,623,191,0,191
"NYC",36085003300,405,95,0,95
"NYC",36085003600,223,46,0,46
"NYC",36085003900,114,29,0,29
"NYC",36085004000,1345,278,1,279
"NYC",36085004700,650,166,0,166
"NYC",36085005000,558,140,1,141
"NYC",36085005900,425,101,0,101
"NYC",36085006400,458,90,0,90
"NYC",36085006700,363,87,0,87
"NYC",36085007000,668,170,0,170
"NYC",36085007400,302,88,0,88
"NYC",36085007500,262,74,0,74
"NYC",36085007700,99,24,0,24
"NYC",36085008100,391,124,1,125
"NYC",36085009601,557,114,2,116
"NYC",36085009602,502,137,1,138
"NYC",36085009700,300,89,0,89
"NYC",36085010500,455,140,0,140
"NYC",36085011201,356,101,1,102
"NYC",36085011202,837,189,1,190
"NYC",36085011401,373,114,0,114
"NYC",36085011402,488,100,0,100
"NYC",36085012100,420,96,1,97
"NYC",36085012200,714,147,3,150
"NYC",36085012500,214,60,0,60
"NYC",36085012804,604,145,1,146
"NYC",36085012805,82,23,0,23
"NYC",36085012806,250,60,0,60
"NYC",36085013201,219,67,0,67
"NYC",36085013203,469,131,3,134
"NYC",36085013204,436,111,1,112
"NYC",36085013301,46,22,0,22
"NYC",36085013302,571,184,0,184
"NYC",36085013400,611,147,1,148
"NYC",36085013800,521,140,2,142
"NYC",36085014100,207,63,1,64
"NYC",36085014604,533,108,0,108
"NYC",36085014605,178,57,0,57
"NYC",36085014606,394,83,1,84
"NYC",36085014607,457,96,0,96
"NYC",36085014608,135,47,0,47
"NYC",36085014700,742,186,1,187
"NYC",36085015100,437,69,1,70
"NYC",36085015400,74,14,1,15
"NYC",36085015601,518,132,0,132
"NYC",36085015602,228,72,0,72
"NYC",36085015603,388,104,0,104
"NYC",36085016901,1141,250,1,251
"NYC",36085017005,535,131,1,132
"NYC",36085017007,269,51,0,51
"NYC",36085017008,259,52,0,52
"NYC",36085017009,207,54,0,54
"NYC",36085017010,379,51,0,51
"NYC",36085017011,413,108,0,108
"NYC",36085017012,706,209,0,209
"NYC",36085017300,160,28,1,29
"NYC",36085017600,433,106,4,110
"NYC",36085017700,943,215,1,216
"NYC",36085018100,844,230,1,231
"NYC",36085018701,291,73,0,73
"NYC",36085018702,660,140,1,141
"NYC",36085018901,311,104,0,104
"NYC",36085018902,451,117,0,117
"NYC",36085019700,65,13,1,14
"NYC",36085019800,596,191,1,192
"NYC",36085020100,331,63,0,63
"NYC",36085020700,352,123,0,123
"NYC",36085020801,569,106,1,107
"NYC",36085020803,495,134,0,134
"NYC",36085020804,318,86,0,86
"NYC",36085021300,226,47,0,47
"NYC",36085022300,128,36,0,36
"NYC",36085022600,1457,343,4,347
"NYC",36085022800,815,167,1,168
"NYC",36085023100,156,28,0,28
"NYC",36085023900,266,60,0,60
"NYC",36085024401,355,65,0,65
"NYC",36085024402,117,24,1,25
"NYC",36085024700,240,45,0,45
"NYC",36085024800,528,88,2,90
"NYC",36085025100,260,99,0,99
"NYC",36085027301,675,152,0,152
"NYC",36085027302,117,36,0,36
"NYC",36085027702,634,110,0,110
"NYC",36085027704,163,43,0,43
"NYC",36085027705,112,29,0,29
"NYC",36085027706,192,28,0,28
"NYC",36085027900,708,204,0,204
"NYC",36085029102,1007,334,5,339
"NYC",36085029103,413,63,2,65
"NYC",36085029104,916,211,1,212
"NYC",36085030301,410,94,0,94
"NYC",36085030302,301,61,0,61
"NYC",36085031901,92,31,0,31
"NYC",36085031902,119,31,0,31
"NYC",36085032300,333,74,0,74
