"City","GEOID","Collisions","CasualtiesCount","TotalInjuries","TotalDeaths","PedeCasualtiesCount","PedeInjuries","PedeDeaths","CyclCasualtiesCount","CyclInjuries","CyclDeaths","MotrCasualtiesCount","MotrInjuries","MotrDeaths"
"NYC","36061023600",505,125,124,1,31,30,1,7,7,0,87,87,0
"NYC","36061023700",699,171,170,1,52,51,1,11,11,0,108,108,0
"NYC","36061023801",5,2,2,0,1,1,0,1,1,0,0,0,0
"NYC","36061023802",11,1,1,0,0,0,0,0,0,0,1,1,0
"NYC","36061023900",152,36,36,0,15,15,0,5,5,0,21,21,0
"NYC","36061024000",774,159,159,0,7,7,0,1,1,0,151,151,0
"NYC","36061024100",552,136,135,1,22,21,1,7,7,0,107,107,0
"NYC","36061024200",2543,479,477,2,68,67,1,16,15,1,395,395,0
"NYC","36061024301",166,43,43,0,11,11,0,0,0,0,32,32,0
"NYC","36061024302",525,135,134,1,13,12,1,2,2,0,119,119,0
"NYC","36061024500",786,193,192,1,71,71,0,16,16,0,109,108,1
"NYC","36061024700",501,101,101,0,18,18,0,6,6,0,77,77,0
"NYC","36061024900",85,9,9,0,6,6,0,0,0,0,3,3,0
"NYC","36061025100",711,165,164,1,74,73,1,26,26,0,65,65,0
"NYC","36061025300",416,104,104,0,42,42,0,8,8,0,54,54,0
"NYC","36061025500",1088,178,178,0,12,12,0,20,20,0,146,146,0
"NYC","36061025700",599,156,156,0,49,49,0,30,30,0,77,77,0
"NYC","36061025900",366,86,86,0,29,29,0,10,10,0,47,47,0
"NYC","36061026100",507,105,104,1,36,35,1,5,5,0,64,64,0
"NYC","36061026300",515,100,100,0,37,37,0,13,13,0,50,50,0
"NYC","36061026500",869,140,139,1,48,47,1,21,21,0,71,71,0
"NYC","36061026700",58,8,8,0,2,2,0,0,0,0,6,6,0
"NYC","36061026900",773,210,210,0,63,63,0,17,17,0,130,130,0
"NYC","36061027100",819,218,218,0,81,81,0,31,31,0,106,106,0
"NYC","36061027300",249,31,31,0,9,9,0,6,6,0,16,16,0
"NYC","36061027500",178,43,43,0,5,5,0,0,0,0,38,38,0
"NYC","36061027700",282,55,54,1,17,17,0,8,8,0,30,29,1
"NYC","36061027900",383,71,71,0,28,28,0,21,21,0,22,22,0
"NYC","36061028100",57,15,15,0,2,2,0,2,2,0,11,11,0
"NYC","36061028300",368,69,69,0,19,19,0,13,13,0,37,37,0
"NYC","36061028500",359,89,89,0,33,33,0,7,7,0,49,49,0
"NYC","36061028700",614,141,140,1,24,23,1,17,17,0,100,100,0
"NYC","36061029100",396,118,117,1,37,36,1,12,12,0,69,69,0
"NYC","36061029300",906,237,237,0,83,83,0,21,21,0,133,133,0
"NYC","36061029500",345,61,61,0,25,25,0,8,8,0,28,28,0
"NYC","36061029700",295,64,64,0,11,11,0,2,2,0,51,51,0
"NYC","36061029900",832,178,178,0,43,43,0,3,3,0,132,132,0
"NYC","36061030300",316,47,47,0,15,15,0,3,3,0,29,29,0
"NYC","36061030700",131,13,13,0,7,7,0,2,2,0,4,4,0
"NYC","36061030900",401,97,96,1,26,26,0,5,5,0,66,65,1
"NYC","36061031100",1094,247,245,2,13,12,1,5,5,0,230,229,1
"NYC","36061031703",893,183,182,1,50,50,0,37,36,1,96,96,0
"NYC","36061031704",1030,143,141,2,21,21,0,20,20,0,102,100,2
"NYC","36061031900",251,83,83,0,6,6,0,0,0,0,77,77,0
"NYC","36081000100",1165,246,246,0,24,24,0,24,24,0,197,197,0
"NYC","36081000200",130,24,24,0,7,7,0,1,1,0,16,16,0
"NYC","36081000400",296,55,55,0,13,13,0,8,8,0,34,34,0
"NYC","36081000600",218,64,64,0,9,9,0,9,9,0,46,46,0
"NYC","36081000700",1159,223,223,0,45,45,0,22,22,0,156,156,0
"NYC","36081000800",241,48,46,2,11,10,1,4,4,0,33,32,1
"NYC","36081001000",163,39,39,0,16,16,0,5,5,0,21,21,0
"NYC","36081001200",294,73,72,1,17,17,0,9,9,0,47,46,1
"NYC","36081001400",394,112,112,0,14,14,0,11,11,0,88,88,0
"NYC","36081001600",166,46,46,0,11,11,0,3,3,0,32,32,0
"NYC","36081001800",355,108,107,1,19,19,0,9,9,0,80,79,1
"NYC","36081001900",1454,295,295,0,52,52,0,19,19,0,224,224,0
"NYC","36081002000",365,135,134,1,15,15,0,5,5,0,115,114,1
"NYC","36081002200",353,116,113,3,22,19,3,6,6,0,88,88,0
"NYC","36081002400",117,32,32,0,5,5,0,6,6,0,21,21,0
"NYC","36081002500",282,69,66,3,25,23,2,6,5,1,38,38,0
"NYC","36081002600",127,33,33,0,9,9,0,4,4,0,20,20,0
"NYC","36081002800",322,86,86,0,15,15,0,6,6,0,65,65,0
"NYC","36081003000",70,28,28,0,5,5,0,1,1,0,22,22,0
"NYC","36081003100",454,105,104,1,21,20,1,11,11,0,73,73,0
"NYC","36081003200",249,54,54,0,7,7,0,3,3,0,44,44,0
"NYC","36081003300",1788,358,357,1,59,59,0,43,42,1,256,256,0
"NYC","36081003400",365,125,124,1,12,11,1,8,8,0,105,105,0
"NYC","36081003600",173,47,47,0,10,10,0,4,4,0,33,33,0
"NYC","36081003700",181,55,54,1,5,5,0,12,12,0,38,37,1
"NYC","36081003800",314,109,109,0,26,26,0,6,6,0,77,77,0
"NYC","36081003900",164,38,38,0,6,6,0,1,1,0,31,31,0
"NYC","36081004001",382,133,132,1,10,10,0,2,2,0,121,120,1
"NYC","36081004002",594,139,139,0,23,23,0,5,5,0,109,109,0
"NYC","36081004200",229,52,52,0,11,11,0,3,3,0,38,38,0
"NYC","36081004300",288,79,77,2,15,14,1,3,3,0,61,60,1
"NYC","36081004401",337,183,182,1,20,20,0,4,4,0,159,158,1
"NYC","36081004500",260,80,80,0,27,27,0,10,10,0,43,43,0
"NYC","36081004700",293,96,96,0,36,36,0,10,10,0,50,50,0
"NYC","36081005000",31,10,10,0,1,1,0,0,0,0,9,9,0
"NYC","36081005100",356,80,80,0,21,21,0,6,6,0,53,53,0
"NYC","36081005200",136,54,54,0,10,10,0,6,6,0,38,38,0
"NYC","36081005300",307,116,114,2,36,35,1,13,13,0,67,66,1
"NYC","36081005400",549,176,175,1,28,28,0,16,15,1,132,132,0
"NYC","36081005500",385,53,53,0,16,16,0,4,4,0,33,33,0
"NYC","36081005700",361,98,98,0,21,21,0,13,13,0,64,64,0
"NYC","36081005800",330,99,99,0,18,18,0,6,6,0,75,75,0
"NYC","36081005900",576,149,148,1,48,47,1,31,31,0,70,70,0
"NYC","36081006100",210,69,69,0,14,14,0,12,12,0,43,43,0
"NYC","36081006201",370,128,128,0,13,13,0,2,2,0,113,113,0
"NYC","36081006202",691,246,245,1,22,22,0,4,4,0,220,219,1
"NYC","36081006300",549,162,162,0,42,42,0,32,32,0,88,88,0
"NYC","36081006501",145,31,31,0,2,2,0,9,9,0,20,20,0
"NYC","36081006502",271,62,62,0,19,19,0,20,20,0,23,23,0
"NYC","36081006900",494,85,85,0,21,21,0,8,8,0,56,56,0
"NYC","36081007100",579,134,134,0,41,41,0,11,11,0,82,82,0
"NYC","36081007300",194,30,30,0,12,12,0,7,7,0,11,11,0
"NYC","36081007500",204,49,49,0,16,16,0,6,6,0,27,27,0
"NYC","36081007700",269,74,74,0,25,25,0,7,7,0,42,42,0
"NYC","36081007900",221,57,57,0,14,14,0,7,7,0,36,36,0
"NYC","36081008100",105,14,14,0,5,5,0,4,4,0,5,5,0
"NYC","36081008300",378,74,74,0,22,22,0,11,11,0,41,41,0
"NYC","36081008500",205,55,53,2,9,8,1,7,6,1,39,39,0
"NYC","36081008600",575,162,161,1,30,30,0,4,4,0,128,127,1
"NYC","36081008700",85,15,15,0,5,5,0,2,2,0,8,8,0
"NYC","36081008800",732,205,204,1,18,17,1,6,6,0,181,181,0
"NYC","36081009100",84,13,13,0,5,5,0,2,2,0,6,6,0
"NYC","36081009400",288,71,71,0,30,30,0,2,2,0,39,39,0
"NYC","36081009500",132,24,24,0,6,6,0,3,3,0,15,15,0
"NYC","36081009600",229,71,71,0,11,11,0,3,3,0,57,57,0
"NYC","36081009700",144,20,20,0,6,6,0,4,4,0,10,10,0
"NYC","36081009800",304,78,78,0,23,23,0,5,5,0,50,50,0
"NYC","36081009900",78,8,8,0,3,3,0,2,2,0,3,3,0
"NYC","36081010000",311,98,96,2,23,22,1,9,9,0,66,65,1
"NYC","36081010100",148,71,71,0,10,10,0,8,8,0,53,53,0
"NYC","36081010200",217,59,59,0,9,9,0,4,4,0,46,46,0
"NYC","36081010300",182,42,41,1,14,13,1,4,4,0,24,24,0
"NYC","36081010400",254,73,73,0,15,15,0,5,5,0,53,53,0
"NYC","36081010500",100,20,20,0,5,5,0,4,4,0,11,11,0
"NYC","36081010600",423,137,137,0,37,37,0,6,6,0,94,94,0
"NYC","36081010701",52,18,12,6,0,0,0,2,2,0,16,10,6
"NYC","36081010800",230,54,54,0,12,12,0,6,6,0,36,36,0
"NYC","36081011000",121,43,43,0,7,7,0,1,1,0,35,35,0
"NYC","36081011100",127,36,36,0,7,7,0,2,2,0,27,27,0
"NYC","36081011200",297,73,73,0,13,13,0,9,9,0,51,51,0
"NYC","36081011300",174,36,36,0,17,17,0,3,3,0,16,16,0
"NYC","36081011400",155,29,29,0,6,6,0,3,3,0,20,20,0
"NYC","36081011500",398,78,77,1,32,31,1,9,9,0,37,37,0
"NYC","36081011600",134,41,41,0,5,5,0,4,4,0,32,32,0
"NYC","36081011700",378,91,91,0,25,25,0,12,12,0,54,54,0
"NYC","36081011800",252,67,67,0,20,20,0,5,5,0,42,42,0
"NYC","36081011900",108,26,26,0,11,11,0,0,0,0,15,15,0
"NYC","36081012000",236,58,57,1,15,14,1,8,8,0,35,35,0
"NYC","36081012100",124,35,35,0,10,10,0,3,3,0,22,22,0
"NYC","36081012200",455,134,134,0,14,14,0,7,7,0,113,113,0
"NYC","36081012301",443,90,90,0,13,13,0,10,10,0,67,67,0
"NYC","36081012400",468,130,130,0,33,33,0,8,8,0,89,89,0
"NYC","36081012500",953,220,217,3,10,9,1,6,6,0,204,202,2
"NYC","36081012601",158,59,58,1,10,9,1,4,4,0,45,45,0
"NYC","36081012602",171,35,35,0,8,8,0,7,7,0,20,20,0
"NYC","36081012800",184,41,41,0,7,7,0,2,2,0,32,32,0
"NYC","36081013000",172,45,45,0,14,14,0,2,2,0,29,29,0
"NYC","36081013200",215,52,52,0,16,16,0,0,0,0,34,34,0
"NYC","36081013400",333,48,48,0,14,14,0,6,6,0,28,28,0
"NYC","36081013500",54,11,11,0,2,2,0,3,3,0,6,6,0
"NYC","36081013600",123,23,23,0,3,3,0,2,2,0,18,18,0
"NYC","36081013700",1089,352,349,3,10,10,0,7,7,0,334,331,3
"NYC","36081013800",94,15,15,0,3,3,0,4,4,0,8,8,0
"NYC","36081014000",327,60,59,1,7,6,1,6,6,0,47,47,0
"NYC","36081014100",201,63,63,0,3,3,0,2,2,0,58,58,0
"NYC","36081014201",260,74,73,1,16,15,1,6,6,0,52,52,0
"NYC","36081014202",955,236,233,3,48,47,1,5,5,0,182,180,2
"NYC","36081014300",378,89,88,1,21,20,1,20,20,0,48,48,0
"NYC","36081014400",336,91,91,0,16,16,0,1,1,0,74,74,0
"NYC","36081014500",158,36,36,0,6,6,0,4,4,0,26,26,0
"NYC","36081014700",244,44,44,0,17,17,0,9,9,0,18,18,0
"NYC","36081014800",104,26,26,0,4,4,0,3,3,0,19,19,0
"NYC","36081014900",135,25,25,0,10,10,0,4,4,0,11,11,0
"NYC","36081015000",187,62,62,0,11,11,0,3,3,0,48,48,0
"NYC","36081015100",60,15,15,0,4,4,0,4,4,0,7,7,0
"NYC","36081015200",198,37,37,0,14,14,0,2,2,0,21,21,0
"NYC","36081015300",158,36,36,0,10,10,0,11,11,0,15,15,0
"NYC","36081015400",276,49,49,0,13,13,0,1,1,0,35,35,0
"NYC","36081015500",651,149,149,0,60,60,0,25,25,0,64,64,0
"NYC","36081015600",253,80,80,0,22,22,0,3,3,0,55,55,0
"NYC","36081015700",487,169,169,0,22,22,0,21,21,0,126,126,0
"NYC","36081015801",509,123,123,0,12,12,0,4,4,0,107,107,0
"NYC","36081015802",512,138,136,2,41,39,2,7,7,0,90,90,0
"NYC","36081015900",387,96,96,0,22,22,0,17,17,0,57,57,0
"NYC","36081016100",234,62,62,0,17,17,0,13,13,0,32,32,0
"NYC","36081016300",277,93,93,0,32,32,0,9,9,0,52,52,0
"NYC","36081016400",131,44,44,0,8,8,0,1,1,0,35,35,0
"NYC","36081016600",388,136,135,1,18,18,0,5,5,0,113,112,1
"NYC","36081016800",217,82,82,0,8,8,0,1,1,0,73,73,0
"NYC","36081016900",180,52,52,0,14,14,0,14,14,0,24,24,0
"NYC","36081017000",151,43,43,0,6,6,0,2,2,0,35,35,0
"NYC","36081017100",1163,304,302,2,45,44,1,38,38,0,221,220,1
"NYC","36081017200",254,112,112,0,8,8,0,3,3,0,101,101,0
"NYC","36081017400",177,70,68,2,3,2,1,1,1,0,66,65,1
"NYC","36081017600",153,53,53,0,5,5,0,1,1,0,47,47,0
"NYC","36081017800",177,50,50,0,11,11,0,0,0,0,39,39,0
"NYC","36081017900",1994,425,421,4,63,61,2,50,50,0,312,310,2
"NYC","36081018000",134,34,34,0,11,11,0,1,1,0,22,22,0
"NYC","36081018101",166,41,41,0,17,17,0,4,4,0,20,20,0
"NYC","36081018102",197,47,47,0,15,15,0,6,6,0,26,26,0
"NYC","36081018200",474,179,178,1,12,12,0,3,3,0,164,163,1
"NYC","36081018300",524,151,149,2,46,45,1,19,19,0,87,86,1
"NYC","36081018401",172,41,40,1,9,8,1,1,1,0,31,31,0
"NYC","36081018402",241,76,76,0,9,9,0,2,2,0,65,65,0
"NYC","36081018501",152,58,58,0,15,15,0,2,2,0,41,41,0
"NYC","36081018502",89,26,26,0,8,8,0,7,7,0,11,11,0
"NYC","36081018600",174,83,83,0,6,6,0,4,4,0,73,73,0
"NYC","36081018700",441,115,115,0,2,2,0,1,1,0,112,112,0
"NYC","36081018800",147,62,62,0,0,0,0,1,1,0,61,61,0
"NYC","36081018900",467,104,104,0,14,14,0,13,13,0,77,77,0
"NYC","36081019000",289,116,116,0,31,31,0,7,7,0,78,78,0
"NYC","36081019200",238,102,101,1,7,6,1,1,1,0,94,94,0
"NYC","36081019400",559,173,173,0,4,4,0,5,5,0,160,160,0
"NYC","36081019600",242,80,80,0,6,6,0,5,5,0,69,69,0
"NYC","36081019800",260,97,97,0,12,12,0,7,7,0,78,78,0
"NYC","36081019900",3248,753,749,4,37,35,2,39,39,0,677,675,2
"NYC","36081020200",398,109,109,0,5,5,0,3,3,0,101,101,0
"NYC","36081020400",354,140,140,0,23,23,0,3,3,0,114,114,0
"NYC","36081020500",613,148,146,2,4,4,0,3,1,2,141,141,0
"NYC","36081020600",618,203,203,0,21,21,0,2,2,0,180,180,0
"NYC","36081020800",1390,358,355,3,58,55,3,12,12,0,288,288,0
"NYC","36081021200",1029,254,254,0,85,85,0,13,13,0,156,156,0
"NYC","36081021400",1583,406,406,0,42,42,0,11,11,0,353,353,0
"NYC","36081021600",860,184,180,4,33,30,3,5,5,0,146,145,1
"NYC","36081021900",791,154,154,0,17,17,0,16,16,0,121,121,0
"NYC","36081022001",815,186,186,0,8,8,0,2,2,0,175,175,0
"NYC","36081022002",496,135,134,1,14,14,0,5,5,0,116,115,1
"NYC","36081022900",1071,296,291,5,8,7,1,4,4,0,284,280,4
"NYC","36081023000",143,26,26,0,8,8,0,1,1,0,17,17,0
"NYC","36081023200",214,38,38,0,9,9,0,3,3,0,26,26,0
"NYC","36081023500",523,127,126,1,24,24,0,14,14,0,89,88,1
"NYC","36081023600",526,156,156,0,51,51,0,7,7,0,97,97,0
"NYC","36081023800",339,97,97,0,39,39,0,6,6,0,52,52,0
"NYC","36081024000",762,192,192,0,83,83,0,7,7,0,102,102,0
"NYC","36081024300",977,285,284,1,32,32,0,23,23,0,230,229,1
"NYC","36081024500",213,49,49,0,5,5,0,1,1,0,43,43,0
"NYC","36081024600",522,216,215,1,56,55,1,4,4,0,156,156,0
"NYC","36081024700",372,144,144,0,18,18,0,8,8,0,118,118,0
"NYC","36081024900",330,110,110,0,20,20,0,25,25,0,65,65,0
"NYC","36081025100",488,155,153,2,21,20,1,16,16,0,118,117,1
"NYC","36081025301",377,105,105,0,36,36,0,20,20,0,49,49,0
"NYC","36081025302",250,75,75,0,25,25,0,8,8,0,42,42,0
"NYC","36081025400",601,154,154,0,37,37,0,11,11,0,106,106,0
"NYC","36081025500",518,156,156,0,27,27,0,26,26,0,103,103,0
"NYC","36081025700",279,89,88,1,12,11,1,19,19,0,58,58,0
"NYC","36081025800",209,105,105,0,16,16,0,1,1,0,88,88,0
"NYC","36081025900",304,113,113,0,24,24,0,30,30,0,59,59,0
"NYC","36081026000",171,73,73,0,7,7,0,4,4,0,62,62,0
"NYC","36081026100",396,92,91,1,23,23,0,18,18,0,51,50,1
"NYC","36081026200",143,74,74,0,16,16,0,1,1,0,57,57,0
"NYC","36081026300",527,146,146,0,20,20,0,22,22,0,104,104,0
"NYC","36081026400",150,98,98,0,6,6,0,7,7,0,85,85,0
"NYC","36081026500",379,96,95,1,19,18,1,15,15,0,62,62,0
"NYC","36081026600",232,98,98,0,7,7,0,5,5,0,86,86,0
"NYC","36081026700",540,138,135,3,82,80,2,19,18,1,38,38,0
"NYC","36081026901",305,88,88,0,48,48,0,20,20,0,20,20,0
"NYC","36081026902",173,39,39,0,15,15,0,9,9,0,15,15,0
"NYC","36081027000",174,93,93,0,10,10,0,5,5,0,78,78,0
"NYC","36081027100",210,49,49,0,31,31,0,9,9,0,9,9,0
"NYC","36081027200",170,55,55,0,16,16,0,4,4,0,35,35,0
"NYC","36081027300",615,188,188,0,67,67,0,35,35,0,86,86,0
"NYC","36081027400",168,59,59,0,2,2,0,3,3,0,54,54,0
"NYC","36081027500",425,119,117,2,35,33,2,26,26,0,58,58,0
"NYC","36081027600",207,80,79,1,14,14,0,4,4,0,62,61,1
"NYC","36081027700",348,102,100,2,36,35,1,21,21,0,45,44,1
"NYC","36081027800",168,79,78,1,13,12,1,2,2,0,64,64,0
"NYC","36081027900",370,96,96,0,22,22,0,23,23,0,51,51,0
"NYC","36081028000",236,88,88,0,11,11,0,4,4,0,73,73,0
"NYC","36081028100",499,128,126,2,39,37,2,31,31,0,58,58,0
"NYC","36081028200",262,94,93,1,8,7,1,1,1,0,85,85,0
"NYC","36081028300",681,148,148,0,50,50,0,27,27,0,71,71,0
"NYC","36081028400",293,87,87,0,16,16,0,8,8,0,63,63,0
"NYC","36081028500",376,98,98,0,20,20,0,18,18,0,60,60,0
"NYC","36081028700",536,117,116,1,41,40,1,12,12,0,64,64,0
"NYC","36081028800",544,220,220,0,29,29,0,7,7,0,184,184,0
"NYC","36081028900",377,67,66,1,17,16,1,14,14,0,36,36,0
"NYC","36081029100",1014,229,229,0,48,48,0,22,22,0,159,159,0
"NYC","36081029300",322,82,82,0,25,25,0,7,7,0,50,50,0
"NYC","36081029400",1128,370,367,3,48,45,3,6,6,0,316,316,0
"NYC","36081029500",230,94,94,0,19,19,0,12,12,0,63,63,0
"NYC","36081029700",649,148,147,1,13,12,1,10,10,0,125,125,0
"NYC","36081029900",81,27,27,0,1,1,0,1,1,0,25,25,0
"NYC","36081030600",3679,1182,1172,10,36,30,6,7,7,0,1139,1135,4
"NYC","36081030902",529,145,145,0,17,17,0,14,14,0,114,114,0
"NYC","36081030903",561,157,157,0,38,38,0,12,12,0,107,107,0
"NYC","36081030904",680,209,207,2,26,24,2,4,4,0,179,179,0
"NYC","36081031700",1283,352,352,0,23,23,0,13,13,0,316,316,0
"NYC","36081032000",2570,859,854,5,54,53,1,7,7,0,798,794,4
"NYC","36081032700",184,70,70,0,9,9,0,6,6,0,55,55,0
"NYC","36081032800",289,99,99,0,12,12,0,1,1,0,86,86,0
"NYC","36081032900",555,162,162,0,14,14,0,14,14,0,134,134,0
"NYC","36081033000",775,233,232,1,26,26,0,4,4,0,203,202,1
"NYC","36081033100",378,132,130,2,1,1,0,0,0,0,131,129,2
"NYC","36081033401",474,163,163,0,18,18,0,5,5,0,140,140,0
"NYC","36081033402",570,158,157,1,40,40,0,3,3,0,115,114,1
"NYC","36081033700",143,58,58,0,12,12,0,0,0,0,46,46,0
"NYC","36081033900",249,61,61,0,16,16,0,6,6,0,39,39,0
"NYC","36081034700",1337,364,362,2,31,29,2,11,11,0,322,322,0
"NYC","36081035100",241,98,98,0,11,11,0,9,9,0,78,78,0
"NYC","36081035200",575,162,162,0,26,26,0,8,8,0,128,128,0
"NYC","36081035300",231,91,91,0,15,15,0,7,7,0,69,69,0
"NYC","36081035700",661,162,161,1,15,15,0,6,5,1,141,141,0
"NYC","36081035800",404,111,111,0,10,10,0,6,6,0,95,95,0
"NYC","36081036100",218,77,77,0,17,17,0,5,5,0,55,55,0
"NYC","36081036300",265,84,84,0,22,22,0,4,4,0,58,58,0
"NYC","36081036500",205,42,42,0,7,7,0,7,7,0,28,28,0
"NYC","36081036600",670,230,228,2,50,49,1,7,7,0,173,172,1
"NYC","36081036700",190,39,38,1,9,8,1,2,2,0,28,28,0
"NYC","36081036800",170,48,47,1,8,8,0,2,2,0,40,39,1
"NYC","36081037100",365,118,117,1,3,2,1,4,4,0,111,111,0
"NYC","36081037300",583,178,178,0,7,7,0,4,4,0,167,167,0
"NYC","36081037500",424,139,136,3,32,29,3,31,31,0,76,76,0
"NYC","36081037600",378,157,157,0,11,11,0,6,6,0,140,140,0
"NYC","36081037700",237,67,67,0,14,14,0,11,11,0,42,42,0
"NYC","36081037900",484,155,154,1,38,37,1,27,27,0,90,90,0
"NYC","36081038100",600,183,182,1,34,33,1,19,19,0,130,130,0
"NYC","36081038301",669,230,227,3,13,12,1,1,1,0,215,213,2
"NYC","36081038302",6553,1929,1919,10,46,43,3,27,26,1,1853,1847,6
"NYC","36081038400",299,136,136,0,14,14,0,2,2,0,120,120,0
"NYC","36081039400",278,92,91,1,7,7,0,3,3,0,82,81,1
"NYC","36081039800",201,65,65,0,8,8,0,3,3,0,54,54,0
"NYC","36081039900",374,104,102,2,15,13,2,23,23,0,66,66,0
"NYC","36081040000",178,76,76,0,5,5,0,3,3,0,68,68,0
"NYC","36081040100",345,128,128,0,31,31,0,26,26,0,71,71,0
"NYC","36081040200",132,84,84,0,6,6,0,4,4,0,74,74,0
"NYC","36081040300",287,93,93,0,27,27,0,36,36,0,30,30,0
"NYC","36081040400",283,134,134,0,6,6,0,1,1,0,127,127,0
"NYC","36081040500",296,82,81,1,31,30,1,24,24,0,27,27,0
"NYC","36081040700",269,91,91,0,37,37,0,18,18,0,36,36,0
"NYC","36081040900",224,61,61,0,24,24,0,16,16,0,21,21,0
"NYC","36081041100",197,48,47,1,13,12,1,22,22,0,13,13,0
"NYC","36081041300",194,64,64,0,16,16,0,13,13,0,35,35,0
"NYC","36081041400",212,82,82,0,10,10,0,5,5,0,67,67,0
"NYC","36081041500",220,42,42,0,4,4,0,15,15,0,23,23,0
"NYC","36081042400",203,97,97,0,16,16,0,3,3,0,78,78,0
"NYC","36081042600",103,30,30,0,2,2,0,2,2,0,26,26,0
"NYC","36081042700",152,47,47,0,11,11,0,7,7,0,29,29,0
"NYC","36081043200",199,92,92,0,13,13,0,4,4,0,75,75,0
"NYC","36081043400",114,53,53,0,4,4,0,2,2,0,47,47,0
"NYC","36081043701",363,75,75,0,9,9,0,3,3,0,63,63,0
"NYC","36081043702",251,51,51,0,11,11,0,5,5,0,35,35,0
"NYC","36081043900",286,67,67,0,25,25,0,14,14,0,28,28,0
"NYC","36081044000",344,93,93,0,14,14,0,6,6,0,73,73,0
"NYC","36081044301",211,49,49,0,20,20,0,9,9,0,20,20,0
"NYC","36081044302",251,55,54,1,13,13,0,10,10,0,32,31,1
"NYC","36081044400",1201,389,388,1,78,77,1,14,14,0,297,297,0
"NYC","36081044601",645,187,187,0,80,80,0,5,5,0,102,102,0
"NYC","36081044602",516,132,132,0,54,54,0,8,8,0,70,70,0
"NYC","36081044800",91,15,15,0,6,6,0,2,2,0,7,7,0
"NYC","36081045000",202,46,46,0,10,10,0,1,1,0,35,35,0
"NYC","36081045200",245,76,75,1,6,6,0,0,0,0,70,69,1
"NYC","36081045400",500,127,126,1,37,36,1,5,5,0,85,85,0
"NYC","36081045500",246,44,44,0,20,20,0,5,5,0,19,19,0
"NYC","36081045600",304,86,83,3,5,5,0,0,0,0,81,78,3
"NYC","36081045700",129,36,36,0,16,16,0,3,3,0,17,17,0
"NYC","36081045800",245,57,57,0,31,31,0,4,4,0,22,22,0
"NYC","36081045900",150,30,30,0,4,4,0,7,7,0,19,19,0
"NYC","36081046000",746,197,195,2,78,76,2,14,14,0,105,105,0
"NYC","36081046100",219,44,44,0,20,20,0,9,9,0,15,15,0
"NYC","36081046200",301,74,74,0,31,31,0,5,5,0,38,38,0
"NYC","36081046300",192,49,49,0,25,25,0,6,6,0,18,18,0
"NYC","36081046400",208,82,82,0,0,0,0,0,0,0,82,82,0
"NYC","36081046500",248,45,45,0,10,10,0,15,15,0,20,20,0
"NYC","36081046600",545,141,140,1,42,41,1,4,4,0,95,95,0
"NYC","36081046700",232,65,65,0,23,23,0,17,17,0,25,25,0
"NYC","36081046800",295,59,58,1,25,24,1,3,3,0,31,31,0
"NYC","36081046900",308,67,67,0,33,33,0,12,12,0,22,22,0
"NYC","36081047000",317,105,105,0,14,14,0,5,5,0,86,86,0
"NYC","36081047100",198,47,47,0,15,15,0,6,6,0,26,26,0
"NYC","36081047200",471,152,148,4,13,13,0,3,3,0,136,132,4
"NYC","36081047300",806,187,185,2,62,60,2,7,7,0,119,119,0
"NYC","36081047500",254,51,51,0,20,20,0,5,5,0,26,26,0
"NYC","36081047600",461,133,132,1,4,3,1,0,0,0,129,129,0
"NYC","36081047800",651,165,165,0,46,46,0,2,2,0,116,116,0
"NYC","36081047900",405,80,79,1,18,17,1,9,9,0,53,53,0
"NYC","36081048000",364,105,105,0,10,10,0,1,1,0,94,94,0
"NYC","36081048100",203,42,42,0,13,13,0,8,8,0,21,21,0
"NYC","36081048200",206,59,59,0,19,19,0,0,0,0,40,40,0
"NYC","36081048300",237,54,54,0,6,6,0,5,5,0,43,43,0
"NYC","36081048400",356,110,110,0,21,21,0,2,2,0,87,87,0
"NYC","36081048500",282,55,55,0,17,17,0,6,6,0,32,32,0
"NYC","36081048900",467,122,122,0,11,11,0,7,7,0,104,104,0
"NYC","36081049200",700,187,187,0,17,17,0,3,3,0,167,167,0
"NYC","36081049301",74,7,7,0,1,1,0,2,2,0,4,4,0
"NYC","36081049302",402,90,90,0,27,27,0,1,1,0,62,62,0
"NYC","36081049500",232,55,55,0,2,2,0,2,2,0,51,51,0
"NYC","36081049600",384,121,121,0,15,15,0,3,3,0,103,103,0
"NYC","36081049700",99,11,11,0,5,5,0,0,0,0,6,6,0
"NYC","36081049900",282,63,63,0,31,31,0,6,6,0,26,26,0
"NYC","36081050000",442,138,138,0,18,18,0,4,4,0,116,116,0
"NYC","36081050201",91,46,46,0,4,4,0,0,0,0,42,42,0
"NYC","36081050202",83,46,46,0,0,0,0,0,0,0,46,46,0
"NYC","36081050400",119,42,42,0,5,5,0,1,1,0,36,36,0
"NYC","36081050500",105,31,31,0,1,1,0,0,0,0,30,30,0
"NYC","36081050600",104,34,34,0,1,1,0,1,1,0,33,33,0
"NYC","36081050700",380,103,103,0,4,4,0,0,0,0,99,99,0
"NYC","36081050800",126,72,72,0,5,5,0,4,4,0,63,63,0
"NYC","36081051000",282,116,114,2,21,21,0,3,3,0,92,90,2
"NYC","36081051100",473,141,141,0,11,11,0,0,0,0,130,130,0
"NYC","36081051200",304,98,97,1,16,15,1,5,5,0,77,77,0
